ticker,company_name,exchange,security_types,sector,market_cap_usd,total_revenue_usd,annual_revenue_growth_pct,net_income_usd,free_cash_flow_usd,cash_and_short_term_investments_usd,total_debt_usd,daily_dollar_volume_usd
RS,"Reliance, Inc.",NYSE,common,Non-Energy Minerals,21805910552.888855,14294300000,3.3198409830140947,739400000,539500000,,1995200000,81692475.48
IP,International Paper Company,NYSE,common,Process Industries,21786504682.105263,23634000000,49.251657720239976,-3516000000,492000000,,12034000000,205375775.66
FIS,"Fidelity National Information Services, Inc.",NYSE,common,Technology Services,21618391846.608047,10677000000,5.43102597017873,382000000,2935000000,,21256000000,172711909.12
AMCR,Amcor plc,NYSE,common,Process Industries,21526815209.508865,23506000000,56.62313432768092,1106000000,1286725160,,14012000000,273908615.52000004
THC,Tenet Healthcare Corporation,NYSE,common,Health Services,21481664271.185818,21310000000,3.071342200725514,1407000000,3023000000,,13248000000,171261038.28
BG,Bunge Limited,NYSE,common,Process Industries,21469311966.411293,70325000000,32.40887181804489,819000000,-709000000,,16857000000,81654384
WWD,"Woodward, Inc.",NASDAQ,common,Producer Manufacturing,21415918884.909134,3567064000,7.304356562940983,442111000,376527000,,1365478000,185320114.2
IFF,"International Flavors & Fragrances, Inc.",NYSE,common,Consumer Non-Durables,21394324429.117058,10890000000,-5.172413793103448,-361000000,538000000,,6243000000,137547372.29999998
EFX,"Equifax, Inc.",NYSE,common,Commercial Services,21201326094.352497,6074500000,6.924715284011899,660300000,1105000000,,5467100000,189396379.20000002
INIO,INNIO N.V.,NASDAQ,common,Producer Manufacturing,21180000588.46193,2636800000.0288296,22.124959474971206,144300000.001578,,,2700000000.0179896,88618306.08
SNA,Snap-On Incorporated,NYSE,common,Consumer Durables,21127426161.822628,5156100000,0.9337561663143059,1016900000,1108500000,,1310000000,110736252.8
FDXF,"FedEx Freight Holding Company, Inc.",NYSE,common,Transportation,21117941643.6892,8795000000,-1.090868196131354,655000000,,,6365000000,126029723.16000001
MKSI,MKS Inc.,NASDAQ,common,Producer Manufacturing,20747094349.681908,3931000000,9.620747350808701,295000000,433000000,,4186000000,371464353.15999997
FN,Fabrinet,NYSE,common,Electronic Technology,20490311110.697727,3419327000.04048,18.604444657188267,332527000.003937,45807000,,4425000,447293082.6
LEN,Lennar Corporation,NYSE,common,Consumer Durables,20484341968.03655,34131040000,-3.7929943138966715,2058083000,956647000,,6245008000,152850930
SITM,SiTime Corporation,NASDAQ,common,Electronic Technology,20463940251.09417,326660000,61.15680054465532,-42903000,84488000,,1326612000,292690971.48
SNX,TD SYNNEX Corporation,NYSE,common,Distribution Services,20406272041.91327,62508861000,6.939702222162307,820165000,374559000,,4719969000,113846884.11
GIS,"General Mills, Inc.",NYSE,common,Consumer Non-Durables,20376985884.582123,18424600000,-5.449898904888487,-87600000,1626300000,,13940400000,323243868.52
LYB,LyondellBasell Industries NV,NYSE,common,Process Industries,20286782069.371677,30153000000,-9.699928126497365,-745000000,1578000000,,14220000000,206839524.39999998
NI,NiSource Inc,NYSE,common,Utilities,20136727337.60081,6642200000,21.76128760242709,926900000,-1086200000,,17403000000,274247397.45
CHTR,"Charter Communications, Inc.",NASDAQ,common,Consumer Services,20096611230.501995,54774000000,-0.5645820096214941,4987000000,4358000000,,95114000000,242606051.1
RBRK,"Rubrik, Inc.",NYSE,common,Technology Services,19909768025.099968,1316191000,48.46313324550163,-348828000,278113000,,1146403000,335665287.98
WES,"Western Midstream Partners, LP",NYSE,common,Industrial Services,19902619610.09497,3843403000,6.606526142765648,1154498000,1246714000,,9129011000,31038387.67
TOST,"Toast, Inc.",NYSE,common,Technology Services,19788860606.400806,6153000000,24.052419354838708,342000000,576000000,,0,450503002.82000005
RGLD,"Royal Gold, Inc.",NASDAQ,common,Non-Energy Minerals,19730576177.19678,1030471000,43.24133473265731,466281000,585000,,395892000,184519434.77
U,Unity Software Inc.,NYSE,common,Technology Services,19597159496.55414,1849648000,2.007053613529261,-402765000,538389000,,2320892000,513370339.2
TPG,TPG Inc.,NASDAQ,common,Finance,19564618223.184193,4672821000,33.56000054878028,123774000,-21591000,,2988642000,230103120.96
DD,"DuPont de Nemours, Inc.",NYSE,common,Process Industries,19496154140.133503,6849000000,1.9348117279357047,-779000000,1049000000,,3125000000,205390867.9
SBAC,SBA Communications Corporation,NASDAQ,common,Finance,19422611652.974888,2815139000,5.056847315715504,1053632000.0000001,472219000,,12729222000,125107718.00000001
ITT,ITT Inc.,NYSE,common,Producer Manufacturing,19357782275.54189,3938500000,8.477704024017408,488000000,509500000,,3834700000,129994218.56
CDE,"Coeur Mining, Inc.",NYSE,common,Non-Energy Minerals,19325179021.9591,2069299000,93.14909814551388,585872000,1156220000,,713156000,850422324
BR,"Broadridge Financial Solutions, Inc.",NYSE,common,Technology Services,19300469125.28642,7476800000,8.530867602444442,1124300000,1278400000,,3517600000,209016457.97
TSN,"Tyson Foods, Inc.",NYSE,common,Consumer Non-Durables,19243322454.243668,54441000000,2.1234688326548987,474000000,1161000000,,8006000000,120092125.43
EVRG,"Evergy, Inc.",NASDAQ,common,Utilities,19206345457.572105,5919800000,1.65015368236688,855600000,-1405800000,,16498000000,158465308.16
AS,"Amer Sports, Inc.",NYSE,common,Consumer Durables,19100316347.941505,6566200000,26.679914340285148,427400000,,,1001000000,164329237.53
OWL,Blue Owl Capital Inc.,NYSE,common,Finance,19052106913.125,2870178000,25.038957893237296,78833000,1323508000,,4344548000,228396235.86
APG,APi Group Corporation,NYSE,common,Industrial Services,18994781179.738865,7911000000,12.724422912510686,302000000,676000000,,3842000000,115407456.44999999
TSCO,Tractor Supply Company,NASDAQ,common,Retail Trade,18981491338.50581,15524046000,4.305617510068882,1096087000,306981000,,6544978000,635459892.59
SSNC,"SS&C Technologies Holdings, Inc.",NASDAQ,common,Technology Services,18805251242.343895,6272200000,6.633798027881673,796900000,1764200000,,7777300000,102264490.22
QNT,Quantinuum Inc.,NASDAQ,common,Electronic Technology,18722041200.614697,30931000,34.605509378127856,-192561000,,,29860000,328354195.21999997
ZBH,"Zimmer Biomet Holdings, Inc.",NYSE,common,Health Technology,18671312742.207653,8231500000,7.200531346860105,705100000,1200100000,,7479000000,267499206.39000002
FTV,Fortive Corporation,NYSE,common,Electronic Technology,18586129922.486057,4159100000.0000005,1.9162439657918713,579200000,954900000,,3509300000,85976549.36
EWBC,"East West Bancorp, Inc.",NASDAQ,common,Finance,18503450229.822987,4603189000,3.25596220937601,1325188000,1862648000,,4157318000,85831162.55000001
VTRS,Viatris Inc.,NASDAQ,common,Health Technology,18492312986.627766,14293200000,-2.831464951698539,-3514900000,1954800000,,13626400000,219049677.00000003
GPC,Genuine Parts Company,NYSE,common,Distribution Services,18474587508.568954,24300141000,3.4639882904991355,65944999.99999999,759354000,,6652785000,145233605.51999998
LSCC,Lattice Semiconductor Corporation,NASDAQ,common,Electronic Technology,18360251875.01618,523261999.99999994,2.721039024265744,3084000,151269000,,38082000,186481799.52
LNT,Alliant Energy Corporation,NASDAQ,common,Utilities,18212157707.98017,4362000000,9.570459683496608,810000000,-1282000000,,12118000000,396971896
BIP,Brookfield Infrastructure Partners LP Limited Partnership,NYSE,common,Utilities,18166282450.74149,23100000000,9.796092970198202,449000000,-1238000000,,66790000000,23164408.8
CF,"CF Industries Holdings, Inc.",NYSE,common,Process Industries,18162088192.779285,7084000000,19.339622641509436,1455000000,1910000000,,3613000000,371004794.49
DKS,Dick's Sporting Goods Inc,NYSE,common,Retail Trade,18138659157.123447,17215120000,28.06154409679079,849239000,401619000,,7789426000,251567937.79999998
CRCL,"Circle Internet Group, Inc.",NYSE,common,Technology Services,18096273063.16695,2746642000,63.85605275575942,-69508000,761151000,,15951000,616938094.08
ESS,"Essex Property Trust, Inc.",NYSE,common,Finance,18076783641.41971,1887345000,6.362253092507538,669666000,1188450000,,6748253000,71016174.67999999
PR,Permian Resources Corporation,NYSE,common,Energy Minerals,17959829985.887695,5065211000,1.2893507233138175,935174000,1066488000,,3150869000,179703552.6
IONQ,"IonQ, Inc.",NYSE,common,Electronic Technology,17957804388.802948,130015999.99999999,201.85034708518094,-510378000,-572368000,,54498000,1002889192.8000001
JHX,James Hardie Industries plc.,NYSE,common,Non-Energy Minerals,17914924984.476833,4835800000.04437,24.714377821521374,104000000.000954,354332010,,4522000000.03012,168241406.18
ZBRA,Zebra Technologies Corporation,NASDAQ,common,Electronic Technology,17900934807.84462,5435000000,9.356136820925553,419000000,904000000,,2962000000,283198215.53000003
WY,Weyerhaeuser Company,NYSE,common,Finance,17845424254.60592,6905000000,-3.0741156653565413,324000000,-442000000,,5449000000,107429529.84
WCC,"WESCO International, Inc.",NYSE,common,Distribution Services,17768000223.094738,23510900000,7.755238601572955,673100000,155100000,,6706000000,195782178.8
IEX,IDEX Corporation,NYSE,common,Producer Manufacturing,17731110656.112087,3457500000,5.772760646108663,483200000,641500000,,1885500000,166789075.04000002
AKAM,"Akamai Technologies, Inc.",NASDAQ,common,Technology Services,17645525561.33282,4208175000,5.437180294089349,452031000,629879000,,9338986000,429685185.3
LDOS,"Leidos Holdings, Inc.",NYSE,common,Technology Services,17616596417.979275,17174000000,3.0728604009122553,1448000000,2163000000,,6578000000,239759353.78
RBC,RBC Bearings Incorporated,NYSE,common,Producer Manufacturing,17591458605.63749,1870900000,14.337224225386544,287600000,385200000,,878100000,125788602.64999999
INVH,Invitation Homes Inc.,NYSE,common,Finance,17588760329.518627,2759735000,2.4129091250500054,586964000,823480000,,8585700000.000001,80431700.14
ROL,"Rollins, Inc.",NYSE,common,Commercial Services,17571429804.727375,3761050000,10.987727476076428,526705000.00000006,619169000,,1115303000,225231147.24
BBY,"Best Buy Co., Inc.",NYSE,common,Retail Trade,17493670733.165226,41691000000,0.3925062608360624,1069000000,1605000000,,4126000000,158538881
TLN,Talen Energy Corporation,NASDAQ,common,Utilities,17492058059.8896,2525000000,39.6570796460177,-219000000,364000000,,9572000000,329672447.73
NTNX,"Nutanix, Inc.",NASDAQ,common,Technology Services,17476219958.127335,2537927000,18.108158167102257,188366000,770884000,,1532288000,93016415.85000001
NLY,Annaly Capital Management Inc.,NYSE,common,Finance,17418339706.101124,6695524000,5.353804516720363,2027262000,886447000,,124974903000,181870893.12
OVV,Ovintiv Inc. (DE),NYSE,common,Energy Minerals,17411827796.904648,8736000000.009321,-3.1163358101475738,1242000000.00132,2248961070,,5029000000,279745888.8
NDSN,Nordson Corporation,NASDAQ,common,Producer Manufacturing,17342767963.37063,2791687000,3.783233782702169,484474000,713670000,,1973749000,103592308.16
CG,The Carlyle Group Inc.,NASDAQ,common,Finance,17200185665.37221,4788700000,-9.522549927258298,808700000,670200000,,14253700000,268220702.25000003
GEN,Gen Digital Inc.,NASDAQ,common,Technology Services,17143532849.886244,5000000000,27.064803049555273,973000000,1548000000,,8176000000,128476806.08
CHRW,"C.H. Robinson Worldwide, Inc.",NASDAQ,common,Transportation,17142080170.583733,16232763000,-8.418599177340694,587081000,668759000,,1972571000,171684917.1
CDW,CDW Corporation,NASDAQ,common,Technology Services,17086131974.251232,22424100000,6.788039259573211,1066599999.9999999,860200000,,6429500000,157825695.98
BEN,"Franklin Resources, Inc.",NYSE,common,Finance,17066303527.123203,8733100000,2.3138385116453444,471700000,240400000,,16710000000,85472542.97000001
FLUT,Flutter Entertainment plc,NYSE,common,Consumer Services,17020715162.75015,16383000000.1791,16.621583144573687,-310000000.00339,1255127660,,12559000000.0837,334123839.68
J,Jacobs Solutions Inc.,NYSE,common,Technology Services,17013902516.886738,12020983000,4.6299947924287155,290248000,644544000,,4054663000,76528728.17
PFGC,Performance Food Group Company,NYSE,common,Transportation,16873019981.69972,67839500000,7.173268413827097,359300000,1029599999.9999999,,7782500000,475547141.40999997
H,Hyatt Hotels Corporation,NYSE,common,Consumer Services,16830410986.847197,7151000000,6.779154845453188,-52000000,302000000,,4509000000,165376994.09
STRL,"Sterling Infrastructure, Inc.",NASDAQ,common,Industrial Services,16791567341.795181,2490049000,17.690745057558637,290153000,482002000,,336815000,309423352.8
NVR,"NVR, Inc.",NYSE,common,Consumer Durables,16772495559.216486,10098818000,-1.996202248004443,1339816000,1046421000,,1050702000,207511531.5
CLH,"Clean Harbors, Inc.",NYSE,common,Industrial Services,16715081013.637936,6030837000,2.391954976882664,390974000,461027000,,3034295000,164079480.45
JLL,Jones Lang LaSalle Incorporated,NYSE,common,Finance,16688833104.988056,26115600000,11.44843361257036,792100000,1240200000,,3418800000,102637283
MEDP,"Medpace Holdings, Inc.",NASDAQ,common,Commercial Services,16662698918.014664,2530234000,19.970090855900324,451123000,706686000,,144112000,185293040.32
ONTO,Onto Innovation Inc.,NYSE,common,Electronic Technology,16555197146.194536,1005263000,1.817240796053158,136759000,252471000,,1471731000,457550166.45000005
BALL,Ball Corporation,NYSE,common,Process Industries,16448665860.769793,13182000000,11.730801830818782,915000000,827000000,,7582000000,88418073.9
YUMC,"Yum China Holdings, Inc.",NYSE,common,Consumer Services,16403744473.601597,11797000000.0083,4.370521100557252,929000000.0006549,955676200,,2302000000,68825594
PAA,"Plains All American Pipeline, L.P.",NASDAQ,common,Industrial Services,16397364429.007341,44282000000,-9.467830638071678,1428000000,2375000000,,8635000000,35400864.519999996
BBIO,"BridgeBio Pharma, Inc.",NASDAQ,common,Health Technology,16389669100.157705,502076000,126.2602410072915,-724931000,-435389000,,3402433000,234216513.92000002
NWS,News Corporation,NASDAQ,common,Consumer Services,16224718767.224977,9028000000,6.814955040227165,573000000,805000000,,2915000000,34032886.64
KIM,Kimco Realty Corporation (HC),NYSE,common,Finance,16219686446.180227,2153821000,4.649262219691354,581484000,796075000,,9168710000,89223764.76
TIGO,Millicom International Cellular S.A.,NASDAQ,common,Communications,16162663905.731874,5819000000.06363,0.25844245440065056,1316000000.01439,1591364540,,11901000000.0792,56461575.72
JAZZ,Jazz Pharmaceuticals plc,NASDAQ,common,Health Technology,16160160162.873558,4267586000.0000005,4.88175082023619,-356148000,1591330000,,4409300000,137793795.895
PNFP,"Pinnacle Financial Partners, Inc.",NYSE,common,Finance,16143362905.699245,3182380000,5.951449933263884,641865000,1444338000,,11103000000,91875616.11
WPC,W. P. Carey Inc. REIT,NYSE,common,Finance,16104375195.697287,1716485000,8.43117387168055,466359000,1011692000,,8949043000,101569936.84
RGA,"Reinsurance Group of America, Incorporated",NYSE,common,Finance,16069433632.42248,23698000000,6.930782420359173,1182000000,5199000000,,5709000000,99783471.36
PTC,PTC Inc.,NASDAQ,common,Technology Services,16057841101.23418,2739226000,19.175956896581727,733997000,934313000,,1607694000,135678859.89000002
MAIR,Madison Air Solutions Corporation,NYSE,common,Producer Manufacturing,15979864450.338774,3340100000,27.25644835600259,98400000,,,3190500000,54587619.45
ASND,Ascendis Pharma A/S,NASDAQ,common,Health Technology,15934789617.816633,812725096.715381,106.61778859529645,-257354144.38519,50568450,,1033136260.8,112402910.92
NBIX,"Neurocrine Biosciences, Inc.",NASDAQ,common,Health Technology,15907080034.987593,2860500000,21.449496879378422,478600000,812000000,,401800000,327714315.95000005
ARMK,Aramark,NYSE,common,Consumer Services,15869247198.094097,18506299000,6.3537555182403285,326394000,432805000,,6467897000,206566704.20000002
BWXT,"BWX Technologies, Inc.",NYSE,common,Electronic Technology,15810289279.787872,3198374000,18.2939990753583,328945000,316762000,,2019897000,163940973.12
NXT,Nextpower Inc.,NASDAQ,common,Electronic Technology,15729799207.329807,3559390000,20.282292797674504,585883000,546735000,,38400000,212788584.19
DOCN,"DigitalOcean Holdings, Inc.",NYSE,common,Technology Services,15681583871.737217,901427000,15.476515311645306,259262000,179397000,,1977860000,278011765.55
LECO,"Lincoln Electric Holdings, Inc.",NASDAQ,common,Producer Manufacturing,15641516303.535337,4230654000.0000005,5.521145238751464,520533000,542404000,,1239970000,173728481.33
LAMR,Lamar Advertising Company,NASDAQ,common,Finance,15634269488.34898,2266214000,2.678216648701941,587152000,718053000,,4978484000,108266837.83999999
DINO,HF Sinclair Corporation,NYSE,common,Energy Minerals,15632533959.792871,26869000000,-6.003148504460381,574000000,2310000000,,3244000000,214465666.50000003
HST,"Host Hotels & Resorts, Inc.",NASDAQ,common,Finance,15620836726.083448,6114000000,7.565095003518649,765000000,1013000000,,5645000000,219342657.6
QXO,"QXO, Inc.",NYSE,common,Distribution Services,15593344479.306753,6842200000,11930.664814586886,-279400000,194942000,,3902500000,370055388.51
IREN,IREN Limited,NASDAQ,common,Technology Services,15583966365.83019,495834000.002145,166.88735305481137,86941000.0003761,-2128916060,,3964913000.02579,2120559870.1100001
SWK,"Stanley Black & Decker, Inc.",NYSE,common,Consumer Durables,15539613010.92981,15130400000,-1.5313327736451967,401900000,1289100000,,4757900000,187256391
ULS,UL Solutions Inc.,NYSE,common,Commercial Services,15481552535.948606,3053000000,6.376306620209059,325000000,436000000,,476000000,73161001.44000001
SUN,Sunoco LP,NYSE,common,Distribution Services,15474355939.933867,25201000000,11.05186621425109,338000000,1722000000,,14841000000,28193069.05
MAA,"Mid-America Apartment Communities, Inc.",NYSE,common,Finance,15353185253.21846,2209126000,0.8266031953227158,446672000,644943000,,5715268000,92829230.34
TXT,Textron Inc.,NYSE,common,Electronic Technology,15287917446.57749,14799000000,8.006130491898993,921000000,758000000,,4211000000,102927153.24
IESC,"IES Holdings, Inc.",NASDAQ,common,Industrial Services,15268630625.248924,3371468000,16.887986858774116,303058000,416671000,,76943000,204075211.66
TRU,TransUnion,NYSE,common,Commercial Services,15220705005.231802,4576300000,9.38142358621349,455400000,787200000,,5659000000,148278096.48
CSL,Carlisle Companies Incorporated,NYSE,common,Producer Manufacturing,15195024559.89948,5019900000,0.3257654488768087,741000000,864800000,,2884900000,149471570.43
VNOM,"Viper Energy, Inc.",NASDAQ,common,Miscellaneous,15168800521.621965,1346000000,57.689532039326316,-69000000,1495000000,,1678000000,81871512.14999999
ALB,Albemarle Corporation,NYSE,common,Process Industries,15144769251.979591,5142733000,-4.366189954265214,-510628000,1342372000,,1998938000,246651127.38
MLI,"Mueller Industries, Inc.",NYSE,common,Producer Manufacturing,15102265078.274944,4178546999.9999995,10.873081533849529,765191000,666374000,,24684000,55732252.68
CRBG,Corebridge Financial Inc.,NYSE,common,Finance,15058195517.396227,17722000000,-5.341309689135776,-366000000,1852000000,,10870000000,208240694.70000002
CACI,"CACI International, Inc.",NYSE,common,Technology Services,15029454514.466616,9567779000,10.894461917628362,535808000,780057000,,5384533000,256017476.16000003
COO,"The Cooper Companies, Inc.",NASDAQ,common,Health Technology,14964699749.874775,4092400000,5.057247009293012,374900000,569500000,,2460200000,226537652
WSE,Wise Group plc,NASDAQ,common,Commercial Services,14821330388.589245,2707300000.0169,19.680827549550656,498700000.00311303,,,483700000.00635797,14422564.65
GRAB,Grab Holdings Limited,NASDAQ,common,Transportation,14720591165.01604,3370000000,20.486235252055774,268000000,-19000000,,2033000000,131996090.53999999
MAS,Masco Corporation,NYSE,common,Producer Manufacturing,14718070325.932232,7562000000,-3.3980582524271843,810000000,1126000000,,3493000000,146986462.08
RPM,RPM International Inc.,NYSE,common,Process Industries,14699205307.703497,7863422000,6.6567434966343155,658811000,675201000,,2949378000,84654352.39
CPT,Camden Property Trust,NYSE,common,Finance,14657241138.820387,1585467000,2.0184042329349676,383638000,322319000,,4873028000,83213730.47999999
DOC,"Healthpeak Properties, Inc.",NYSE,common,Finance,14596852562.431982,2822512000,4.520100175933706,70513000,1108738000,,10320380000,84445622.02
TTMI,"TTM Technologies, Inc.",NASDAQ,common,Electronic Technology,14548679464.795776,2906345000,18.97825936556009,177448000,-15139000,,1103197000,305925886.9
LII,"Lennox International, Inc.",NYSE,common,Producer Manufacturing,14546933924.055313,5195300000,-2.7334169584183625,805800000,738700000,,2024700000,148747068.54000002
UNM,Unum Group,NYSE,common,Finance,14530980302.6256,13054400000,1.1984681933053225,738500000,693000000,,3763800000,125093247.80000001
SOLV,Solventum Corporation,NYSE,common,Health Services,14518382489.482405,8325000000,0.8601889992730797,1556000000,-118000000,,5286000000,71129557.17
SUI,"Sun Communities, Inc.",NYSE,common,Finance,14413924996.89964,2322500000,1.8863785917964466,1366100000,486000000,,4053800000,84476535.64
GWRE,"Guidewire Software, Inc.",NYSE,common,Technology Services,14410012116.416191,1202459000,22.637703124027915,69804000,319641000,,704237000,132620473.04
LULU,lululemon athletica inc.,NASDAQ,common,Consumer Non-Durables,14343636942.62264,11102600000,4.858971266492295,1579183000,1279952000,,2136007999.9999998,345699924.39
DT,"Dynatrace, Inc.",NYSE,common,Technology Services,14322945827.46597,2018387000,18.820698152627653,162669000,570556000,,159273000,257999051.52
PAG,"Penske Automotive Group, Inc.",NYSE,common,Retail Trade,14314506406.38789,31808500000,-0.17668398985714645,935400000,497200000,,9371200000,78479128
ARCC,Ares Capital Corporation,NASDAQ,common,Finance,14267114297.650478,3145000000,7.3745305565039265,1299000000,1060000000,,15773000000,73082237.53
MKC,"McCormick & Company, Incorporated",NYSE,common,Consumer Non-Durables,14242400794.013042,6840300000,1.7341642250546574,789400000,1019900000,,4933500000,95815473.11
EQH,"Equitable Holdings, Inc.",NYSE,common,Finance,14162333134.03291,12082000000,-15.892794987817613,-1380000000,1066000000,,3839000000,162074350.62
ALLE,Allegion plc,NYSE,common,Consumer Durables,14125461215.893318,4067300000.04448,7.8230210497105155,643800000.00704,681328670,,2222300000.0148,136513516.86
W,Wayfair Inc.,NYSE,common,Retail Trade,14099501943.52868,12457000000,5.113492532275758,-313000000,433000000,,3516000000,359050808.28
TXRH,"Texas Roadhouse, Inc.",NASDAQ,common,Consumer Services,14065539008.798016,5878075000,9.393482479772327,405554000,406385000,,1087554000,142436415.88
JBS,JBS N.V.,NYSE,common,Consumer Non-Durables,14050590260.57143,86022066589.9663,11.221557445356806,2026077285.83308,388493440,,24447973995.112103,110057907.19999999
BWA,BorgWarner Inc.,NYSE,common,Producer Manufacturing,14022429400.003586,14316000000,1.6544770290421076,277000000,1213000000,,4065000000,116071529.85
APA,APA Corporation,NASDAQ,common,Energy Minerals,14003549145.04062,8920000000,-8.390674745814932,1434000000,2102000000,,3881000000,266041359.22
EG,"Everest Group, Ltd.",NYSE,common,Finance,13944103008.760954,17495000000,1.2383542619061396,1591000000,2232000000,,3589000000,97927239.25
BAX,Baxter International Inc.,NYSE,common,Health Technology,13933041745.139439,11244000000,5.7164347499059796,-1054000000,815000000,,8857000000,185454646.29999998
IVZ,Invesco Ltd,NYSE,common,Finance,13924903533.093111,6445000000,7.253998102877303,-281700000,1954900000,,1624000000,201273519.28
OHI,"Omega Healthcare Investors, Inc.",NYSE,common,Finance,13899206239.53917,1198099000,12.773934242603927,590111000,834094000,,4030629000,87949899.50999999
DTM,"DT Midstream, Inc.",NYSE,common,Industrial Services,13886322093.661077,1243000000,26.70744138634047,441000000,531000000,,3373000000,130236893.60000001
TOL,"Toll Brothers, Inc.",NYSE,common,Consumer Durables,13883248062.253288,10966723000,1.1061664610749404,1346486000,1215449000,,2923458000,142791394.92
REG,Regency Centers Corporation,NASDAQ,common,Finance,13869549979.504353,1556317000,6.79982816690319,527460000.00000006,416139000,,5489077000,67407691.11999999
AIZ,"Assurant, Inc.",NYSE,common,Finance,13865896941.021854,12814300000,7.88718164596927,872700000,1655600000,,2208100000,77013386.24
AMKR,"Amkor Technology, Inc.",NASDAQ,common,Electronic Technology,13811472550.33702,6707981000,6.177714899681719,373895000,-172386000,,2674039000,235128133.56
AUR,"Aurora Innovation, Inc.",NASDAQ,common,Technology Services,13768483453.946764,3000000,,-816000000,-751000000,,82000000,188006439.78
AVY,Avery Dennison Corporation,NYSE,common,Process Industries,13719926538.801538,8855500000,1.1398289114519684,688000000,1063099999.9999999,,3678200000,136696296.09
CNA,CNA Financial Corporation,NYSE,common,Finance,13711349957.70572,14989000000,5.0385423966363,1278000000,2255000000,,2973000000,12676975.290000001
GL,Globe Life Inc.,NYSE,common,Finance,13672283634.942448,5994318000,3.742582513292936,1161238000,1232375000,,2943249000,78811283.44
MOG.A,Moog Inc.,NYSE,common,Electronic Technology,13625201773.242937,3860624000,6.973310870721759,235028000,350162000,,1145544000,89584357.38
BMRN,BioMarin Pharmaceutical Inc.,NASDAQ,common,Health Technology,13596621567.937885,3241864000,14.182023360748266,348901000,738181000,,4217702000,199506956.64
CRL,"Charles River Laboratories International, Inc.",NYSE,common,Commercial Services,13575503180.892235,4015382000,-0.8544961480142292,-144338000,370605000,,3034319000,331717605
AA,Alcoa Corporation,NYSE,common,Non-Energy Minerals,13517441146.288462,13189000000,8.248522652659226,1157000000,352000000,,2225000000,439842735.28
SGI,Somnigroup International Inc.,NYSE,common,Consumer Durables,13515981552.088444,7476500000,51.62546391125352,384100000,769000000,,6412100000,116682433.25
AEIS,"Advanced Energy Industries, Inc.",NASDAQ,common,Electronic Technology,13509814857.805428,1798800000,21.373078495751134,148400000,88600000,,1377000000,120222534.6
ALLY,Ally Financial Inc.,NYSE,common,Finance,13460835919.53925,15127000000,-7.485780686196562,852000000,793000000,,23083000000,129718034.25
EQX,Equinox Gold Corp.,AMEX,common,Non-Energy Minerals,13460811372.444511,1849005968.2815633,112.77125261073286,225347968.0503669,75932243.2,,582300400,154266499.75
HRL,Hormel Foods Corporation,NYSE,common,Consumer Non-Durables,13422180999.170368,12106160000,1.5549547568002375,478197000,692936000,,2856339000,81734060.7
HAS,"Hasbro, Inc.",NASDAQ,common,Consumer Durables,13383709325.310593,4700200000,13.600000000000001,-322400000,1213600000,,3878200000,208838751.39000002
GGG,Graco Inc.,NYSE,common,Producer Manufacturing,13359570986.476234,2236604000,5.833864883434387,521839000.00000006,629455000,,52212000,102896211.22
CNH,CNH Industrial N.V.,NYSE,common,Producer Manufacturing,13280799609.547506,18099000000,-8.798185941043084,510000000,611000000,,26255000000,153266987.37
CHKP,Check Point Software Technologies Ltd.,NASDAQ,common,Technology Services,13200590174.734509,2725400000.00603,6.253411306077486,1056900000.00234,1186974490,,1974900000,114417900.58999999
RNR,RenaissanceRe Holdings Ltd.,NYSE,common,Finance,13190648655.141224,12776742000,9.6898616859922,2639910000,3605697000,,2330907000,82610648.39999999
FIVE,"Five Below, Inc.",NASDAQ,common,Retail Trade,13168311859.54791,4764147000,22.89729956737048,358641000,505269000,,1998709000,167036093.725
RVTY,"Revvity, Inc.",NYSE,common,Health Technology,13150666812.007948,2856051000,3.6669345407266576,242018000,558113000,,3341516000,143078853.96
TRMB,Trimble Inc.,NASDAQ,common,Technology Services,13135833553.706451,3587300000,-2.6063584285830643,424000000,773100000,,1459300000,263360064.8
CCK,"Crown Holdings, Inc.",NYSE,common,Process Industries,13128480874.33122,12371000000,4.688161123804688,738000000,1199000000,,6272000000,113047812.03999999
GNRC,Generac Holdings Inc.,NYSE,common,Producer Manufacturing,13093511120.962196,4209147000,-2.0179317915915744,159554000,379249000,,1340656000,217417620
SMTC,Semtech Corporation,NASDAQ,common,Electronic Technology,13041162907.150478,1049974999.9999999,15.472342615697782,-40376000,162061000,,517616999.99999994,335163500
AIT,"Applied Industrial Technologies, Inc.",NYSE,common,Distribution Services,13020475693.711197,4563424000,1.8756504768712638,392988000,438930000,,365300000,118624497.96000001
TYL,"Tyler Technologies, Inc.",NYSE,common,Technology Services,13008080120.747776,2332340000,9.099856254294712,315603000,714266000,,1455030000,209576330.88
PINS,"Pinterest, Inc.",NYSE,common,Technology Services,12968568090.505262,4221767000,15.786472694880047,416855000,1280404000,,1196635000,246000822.6
WMG,Warner Music Group Corp.,NASDAQ,common,Commercial Services,12967890896.233654,6707000000,4.3728602552131965,361000000,836000000,,4919000000,76574029.32
UHAL,U-Haul Holding Company,NYSE,common,Finance,12962017935.45581,6046079000,3.5803273273746585,47834000,-1233631000,,8145006000,10097772.99
